Headline,Body ID,Stance
Kanye Banned,514,discuss
Rep. Duncan Hunter: 'At Least 10' ISIS Fighters Caught at Mexican Border,2296,unrelated
Lebanon 'holding IS leader's daughter and ex-wife',1943,unrelated
Pumpkin Spice condoms? Don't fall for this hoax.,608,unrelated
“Axl Rose dead 2014” : Guns N' Roses frontman killed by internet death hoax,633,unrelated
Ottawa Gunman Identified As Michael Zehaf-Bibeau,2141,unrelated
Alleged Audio of Michael Brown Shooting Doesn’t Sound Good for Officer Darren Wilson,1438,unrelated
British hostage David Haines beheaded by Islamic State terrorists,1360,unrelated
Abdel Majed Abdel Bary Emerges as Suspect in Foley Beheading,1237,unrelated
New York City Plans to End Arrests for Possession of Small Amounts of Marijuana,1368,discuss
Kim Jong-Un 'bans the name Kim Jong-un',2296,unrelated
Meet the X-BOY: Electric shock turns kid into MAGNETO,2415,discuss
iOS 8 bug reportedly erases iCloud Drive documents when settings are reset,1278,unrelated
BREAKING: ISIS Beheads American Journalist James Wright Foley,1283,unrelated
'Hairgate': iPhone hit by new social media storm,1787,unrelated
Mexico Says Students Not Among Dead in Mass Grave,1912,discuss
Was The Batmobile Stolen In Detroit?,621,unrelated
New Audio Shows Michael Brown Was Shot at 11 Times,511,unrelated
Iraqi airstrike kills key ISIL leader,1871,unrelated
Obama: murder of James Foley 'shocks the conscience of the entire world',26,unrelated
Kim Jong-un: Absent North Korean leader is 'recovering from ankle surgery',1103,unrelated
Audio may have captured Michael Brown shooting,1131,unrelated
Seth Rogen To Play Steve Wozniak In Steve Jobs Biopic,614,discuss
Mechanical polar bear ‘threatened with ASBO for singing Christmas songs’,2290,discuss
Cannibal mum tries to EAT her own baby shortly after giving birth,867,unrelated
Soldier shot in Ottawa at War Memorial,961,unrelated
Report: Exec popped for $300k dinner after run at blackjack,1682,discuss
Islamic State Militants Claim to Have Beheaded US Journalist James Wright Foley,1471,discuss
Watch marine take sniper shot to the head and live,2213,unrelated
80's Brat Pack star Judd Nelson forced to deny that he's dead after fake news story starts trending on social media,1906,unrelated
Iraq: US to Probe ISIS' Chlorine Attack on Iraqi Security Personnel,2016,unrelated
Vladimir Putin’s Motorcade Looks Like A Massive Knob,837,unrelated
Mass grave found after 40 students disappear in Mexican protest,983,discuss
Small Meteorite Strikes in Nicaragua's Capital City of Managua,220,unrelated
Macaulay Culkin Hasn’t Died Despite What Everyone Is Saying On Facebook,2526,unrelated
New policy could reduce marijuana possession arrests,2163,discuss
ISIS Blasts 'Scorpion Bombs' At Civilian Areas In Iraq; Mosul Residents Living In Fear,1481,unrelated
Mexican cartel leader kills self; bodies in grave not missing students,761,unrelated
Teen Makes $72 Million on the Stock Market,2367,unrelated
Singing polar bear facing ASBO after noise complaint,2299,unrelated
Report: Christian Bale Just Bailed on the Steve Jobs Movie,932,unrelated
Priest who died for 48 minutes says he met God and she’s a woman,1877,unrelated
This Kid Made $72 Million During Lunch,550,unrelated
Abdel-Majed Abdel Bary: London Rapper Identified As ISIS Militant Who Beheaded James Foley,1202,discuss
Islamic State using 'SCORPION bombs' to terrorise victims,1574,unrelated
American hostage killed in rescue attempt in Yemen - senior official,2495,unrelated
[UPDATED] 11 Men and 0 Women on Tonight's ESPN Domestic Violence Panel,962,unrelated
What One Homeless Man Does with $100 Will Astonish You (VIDEO),1395,unrelated
Mystery man slaps shoppers around head for sneezing,171,unrelated
Isilkulskom student has gained superhero powers after shock,1299,unrelated
Nigeria Boko Haram blamed for raids despite truce claim,1003,unrelated
TBS Speeds up SEINFELD by 7.5% to Add 2 More Minutes of Commercials,26,unrelated
Duped again: Macaulay Culkin is not dead,1502,unrelated
WHO says reports of suspected Ebola cases in Iraq are untrue,1899,unrelated
Indian worker sacked after going on leave for 24 years,2327,unrelated
Hidden Diagnostic Port on Apple Watch Could Allow for Smart Band Accessories [Updated],664,discuss
Female Israeli fighter said abducted by Islamic State  Read more: Female Israeli fighter said abducted by Islamic State,1948,unrelated
Iraqi social-media rumors claim IS leader slain,936,unrelated
US Intel: Taliban Man Released From Gitmo in Bergdahl Deal is Back to Militant Activity,2254,unrelated
ISIS Reportedly Beheads U.S. Journalist James Wright Foley on Camera,2130,unrelated
Experts: More facts needed on purported audio recording of Michael Brown shooting,1289,unrelated
Apple Orders More Than 5 Million Watches for Initial Run,676,unrelated
Marijuana May Soon Spark Just a Ticket in New York,2307,unrelated
Zack Snyder Makes Fun of Stolen Batmobile Rumor with New Image,1494,unrelated
Guantanamo detainee freed in Bowe Bergdahl swap 'back to terrorism',1857,unrelated
Armed U.S. drones spotted flying over Syria in possible hunt for ISIS leader,35,unrelated
Web of confusion as scientists cast doubt on man's claims that a spider burrowed into his stomach through his SCAR,214,unrelated
Fence jumper reportedly made it much further into White House than Secret Service said,1547,unrelated
Is There an ISIS Threat on the Texas-Mexico Border or Not?,2249,discuss
A Predator Drone Has Reportedly Been Spotted Circling Above ISIS's Capital City,345,unrelated
Sources: Guns N' Roses Frontman Axl Rose Found Dead in West Hollywood Home at Age 52,609,unrelated
Mexico finds 4 more graves at site of suspected student massacre,695,discuss
Shocking picture shows mother trying to sell her own son to pay for twin daughter's cancer treatment,803,unrelated
Dog found abandoned at Scottish train station with suitcase of belongings,144,unrelated
"ISIS Unleash ""Scorpion"" Bombs In Iraq",2257,unrelated
Report claims Kim Jong-un underwent surgery to repair fractured ankles,856,discuss
[UPDATED] 11 Men and 0 Women on Tonight's ESPN Domestic Violence Panel,959,unrelated
US Lawmaker: Ten ISIS Fighters Have Been Apprehended Coming Across Southern Border (Video),213,unrelated
Report: Christian Bale Will Play Steve Jobs,574,unrelated
Did Kim Yo-Jong Take Kim Jong Un’s Role? North Korea Ill Health Rumors Are ‘Fabricated’,1125,unrelated
Rapper identified as James Foley's executioner: reports,1303,unrelated
North Korea denies reports Kim Jong-un is to open state-backed restaurant in Scotland,2115,unrelated
US drones hunt Isis leader in Syria,1670,unrelated
Google Grows With $1.6 Billion in California Office Deals,720,unrelated
Dera Sacha Sauda Chief Forced Castration of 400 Devotees? CBI Files Case Against 'MSG: The Messenger of God' Actor,322,unrelated
Are Rumors of the Apple Watch in Feb True?,498,unrelated
Resetting iOS 8 Preferences May Wipe iCloud Files,54,unrelated
Jihadi John UNMASKED: Islamic State killer NAMED as west Londoner Mohammed Emwazi,1346,discuss
Attorney: New audio reveals pause in gunfire when Michael Brown was shot,1446,discuss
This Woman Exposed Her Cheating Boyfriend With A Brilliant Christmas Gift,208,unrelated
Small Meteorite Hits Managua,345,unrelated
Paul Rudd Helped Tackle A Violent Homophobe So That’s Another Reason To Love Him [UPDATE],853,unrelated
Who Is Michael Zehaf-Bibeau? Ottawa Shooter Suspect Identified By Canadian Officials ,1857,unrelated
#HairGate: iPhone 6 Customers Are Complaining That The Phone Is Ripping Out Their Hair,1738,discuss
#ISIS beheads photojournalist James Wright Foley in a massage to US to end its intervention in #Iraq.,2404,unrelated
American Predator Drone Circling Islamic State’s Stronghold,1400,unrelated
Norfolk Man Pays £300 For His Constipated Goldfish To Have Lifesaving Surgery,1289,unrelated
US Marine survives headshot in Afghanistan,532,unrelated
Man Known as ‘Jihadi John’ Is Identified as Mohammed Emwazi,2202,discuss
Lawmaker Says ‘At Least 10′ Islamic State Fighters Have Been Captured at the Southern U.S. Border,2367,discuss
US hostage Luke Somers dies after rescue bid,826,discuss
US Intel: Taliban Man Released From Gitmo in Bergdahl Deal is Back to Militant Activity,2236,discuss
Kim Jong-Un 'Has Difficulty Walking And Needs About 100 Days To Recuperate',570,unrelated
Luke Somers: British-born photojournalist 'killed by al-Qaeda after failed rescue attempt in Yemen',1187,discuss
Christian Bale in Talks to Star in Sony's Steve Jobs Film,2097,unrelated
Boko Haram 'ceasefire' doubts after attacks reported in Nigeria,1661,unrelated
REPORT: Alleged New Audio of Michael Brown Shooting,1435,unrelated
Who Is Michael Zehaf-Bibeau? Ottawa Shooter Suspect Identified By Canadian Officials ,1120,unrelated
Russian Man Wakes Up to Find His Testicles Have Been Stolen,387,unrelated
Kidnapped Nigerian schoolgirls: Government claims ceasefire deal with Boko Haram that will bring missing girls home,1419,discuss
Lego letter to parents in 1974 on gender equality still resonates 40 years on,2412,unrelated
Mexico finds 4 more graves at site of suspected student massacre,2230,unrelated
Islamic State releases video apparently showing the beheading of missing US journalist James Foley,826,unrelated
#HairGate: iPhone 6 Customers Are Complaining That The Phone Is Ripping Out Their Hair,271,unrelated
The Chinese Guide to Avoiding a Bad English Name,2115,unrelated
Audio of gunfire in Michael Brown case authenticated by app company,1921,unrelated
Missing Planes,773,unrelated
Unconfirmed reports of hand grenade found in a safe at Shortlands property,2079,discuss
Isis video claims to show beheading of British hostage David Haines,2295,unrelated
Kim Jong-Un planning Scottish restaurant,1143,unrelated
'The Force Awakens' Release Date: JJ Abrams Plan for an Early Release of 'Star Wars' Movie?,2141,unrelated
ISIS Beheading of U.S. Journalist James Foley Posted to YouTube,456,discuss
BREAKING NEWS: ISIS beheads missing American journalist James Wright Foley as warning to US to cease action in Iraq,26,unrelated
Texas plumber's truck on front line of Syria war,40,unrelated
Canada probes Michael Zehaf-Bibeau as possible suspect in Ottawa shooting - source,2002,unrelated
Questions raised over Nicaragua 'meteorite',2118,unrelated
CNN plays chilling audio recording allegedly from Michael Brown shooting: “At least 11 shots”,1916,discuss
Militant Group Says It Killed American Journalist in Syria,2109,unrelated
Guru who ordered 400 followers to be castrated 'so they could be closer to God' is investigated for grievous bodily harm in India,2477,unrelated
Islamic State claims to have beheaded American journalist,1009,unrelated
White House Fence Jumper Pushed Past Female Guard,532,unrelated
#ISIS beheads photojournalist James Wright Foley in a massage to US to end its intervention in #Iraq.,115,unrelated
Nicaraguan commission on possible meteorite crash presents rock samples,2129,unrelated
Video Purports To Show Beheading Of U.S. Journalist By Militants,1385,unrelated
Weaponized Ebola? ISIS Militants Said To Contract Deadly Virus,93,unrelated
Star Wars VII for a New SUMMER Release Date!?,1349,unrelated
Batmobile Stolen From 'Batman V Superman: Dawn Of Justice' Set? Report Claims That One Of The Batmobile Models Is Missing! Detroit Locals Responsible?,734,unrelated
Alleged audio of Michael Brown shooting released,2020,unrelated
Bodies In Mexico Mass Grave Apparently Not Those Of Missing Students,251,unrelated
Bali spider burrows under Aussie’s chest,1271,unrelated
Journalist James Wright Foley reportedly beheaded by ISIS,1948,discuss
Electric shock turns Russian boy into Marvel's Magneto,1372,unrelated
Report: Israeli-Canadian woman fighting Islamic State has been kidnapped by terror group,2002,unrelated
Rats are still running around at Vogue,2520,discuss
80's Brat Pack star Judd Nelson forced to deny that he's dead after fake news story starts trending on social media,2472,unrelated
Star Wars: The Force Awakens to be released this summer?,1825,unrelated
The Apple Watch has a low-power mode that only tells the time,78,unrelated
DNA tests prove Lebanon IS holding ISIS chief al-Baghdadi's ex-wife and daughter after they were caught with fake passports,2360,unrelated
Sources: Guns N' Roses Frontman Axl Rose Found Dead in West Hollywood Home at Age 52,2525,discuss
The Image That Everyone Is Sharing By 'Banksy' Isn't By Banksy — But It's Awesome,1867,unrelated
An audio recording of the Michael Brown shooting has reportedly surfaced,483,discuss
Lebanon confirms holding ISIS chief’s kin,365,unrelated
Jordan’s King May Participate Personally In ISIS Raids,1073,unrelated
Magic Mushrooms Found in Queen Elizabeth's Garden at Buckingham Palace,2519,unrelated
U.S. airstrike kills Islamic Al Shabab terrorist leader in Somalia,1921,unrelated
Has The Batman Vs. Superman Batmobile Been Stolen In Detroit?,1673,unrelated
Libya: Missing Libya Planes Spark Security Concerns,1339,unrelated
Continuing Violence Puts Boko Haram Ceasefire In Jeopardy,600,discuss
Audio recording allegedly captures moment Michael Brown was shot,1921,unrelated
‘Wild Misinformation’: Brian Williams Explains the Mike Seidel Liveshot,634,unrelated
Video shows ISIL beheading of photojournalist James Foley,139,unrelated
Watch marine take sniper shot to the head and live,1268,unrelated
Apple’s next MacBook could be a 12-inch MacBook Air,1863,unrelated
ISIS pays tribute to its 'Cub of Baghdadi' child soldier,714,unrelated
Doubts cast over Nicaragua meteorite claim,1760,unrelated
ISIS fighters 'have contracted Ebola': World Health Organisation investigating reports militants showed up at Iraqi hospital with lethal disease,1289,unrelated
Tourist wakes to find strange red trail on his stomach - and discovers a spider has burrowed through his appendix scar and crawled UNDER his skin while on holiday in Bali,2009,unrelated
Second person rushed to hospital with Ebola symptoms after contact with 'patient zero' Thomas Duncan,456,unrelated
